Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
CVE,Sell to Open,04/26/2024,44,$21.50,$0.07,$0.05,$0.10,13%,04/24/2024,Y,$18.32,0.41%,3.48%,17.38%
CF,Sell to Open,04/26/2024,44,$95.00,$0.35,$0.10,$0.60,3%,05/01/2024,N,$84.68,0.41%,3.51%,12.19%
PH,Sell to Open,04/19/2024,37,$580.00,$2.22,$1.80,$2.65,3%,05/02/2024,N,$539.56,0.41%,4.18%,7.49%
IYR,Sell to Open,04/26/2024,44,$96.00,$0.37,$0.33,$0.41,26%,,N,$89.74,0.41%,3.5%,6.98%
XLU,Sell to Open,04/26/2024,44,$67.00,$0.25,$0.13,$0.38,13%,,N,$63.88,0.4%,3.39%,4.88%
IJR,Sell to Open,04/19/2024,37,$114.00,$0.42,$0.05,$0.80,35%,,N,$107.32,0.4%,4.02%,6.22%
J,Sell to Open,04/19/2024,37,$160.00,$0.60,$0.50,$0.70,22%,05/07/2024,N,$150.64,0.4%,4.04%,6.21%
RPM,Sell to Open,04/19/2024,37,$130.00,$0.47,$0.40,$0.55,16%,04/04/2024,Y,$117.89,0.4%,4.09%,10.27%
LEVI,Sell to Open,04/19/2024,37,$23.00,$0.07,$0.05,$0.10,22%,04/04/2024,Y,$18.78,0.4%,4.05%,22.47%
FXE,Sell to Open,04/19/2024,37,$102.00,$0.40,$0.30,$0.50,14%,,N,$101.09,0.4%,4.01%,0.9%
VNQ,Sell to Open,04/19/2024,37,$92.00,$0.35,$0.30,$0.40,23%,,N,$86.68,0.4%,4.09%,6.14%
BG,Sell to Open,04/19/2024,37,$105.00,$0.37,$0.30,$0.45,26%,05/01/2024,N,$94.77,0.4%,4.01%,10.79%
WTW,Sell to Open,04/19/2024,37,$290.00,$1.10,$0.50,$1.70,14%,04/25/2024,N,$274.90,0.4%,4.06%,5.49%
INFY,Sell to Open,04/19/2024,37,$23.00,$0.07,$0.05,$0.10,26%,04/18/2024,Y,$19.39,0.39%,3.92%,18.62%
FXH,Sell to Open,04/19/2024,37,$113.00,$0.42,$0.35,$0.50,14%,,N,$108.46,0.39%,3.97%,4.19%
TLH,Sell to Open,04/19/2024,37,$108.00,$0.40,$0.35,$0.45,13%,,N,$104.65,0.38%,3.88%,3.2%
VOO,Sell to Open,04/19/2024,37,$490.00,$1.80,$1.60,$2.00,6%,,N,$474.31,0.38%,3.85%,3.31%
ARR,Sell to Open,04/19/2024,37,$22.00,$0.07,$0.05,$0.10,27%,04/24/2024,N,$19.59,0.38%,3.88%,12.3%
TRV,Sell to Open,04/19/2024,37,$240.00,$0.85,$0.75,$0.95,14%,04/18/2024,Y,$223.49,0.38%,3.86%,7.39%
CASY,Sell to Open,04/19/2024,37,$320.00,$1.10,$0.80,$1.40,63%,06/04/2024,N,$295.91,0.37%,3.77%,8.14%
MAT,Sell to Open,04/19/2024,37,$23.00,$0.07,$0.05,$0.10,16%,04/24/2024,N,$20.20,0.37%,3.76%,13.86%
IQV,Sell to Open,04/19/2024,37,$280.00,$0.95,$0.85,$1.05,12%,04/25/2024,N,$255.65,0.37%,3.77%,9.52%
GRMN,Sell to Open,04/19/2024,37,$160.00,$0.55,$0.30,$0.80,15%,05/01/2024,N,$147.62,0.37%,3.78%,8.39%
UBT,Sell to Open,04/19/2024,37,$24.00,$0.07,$0.05,$0.10,9%,,N,$20.35,0.37%,3.74%,17.94%
PM,Sell to Open,04/26/2024,44,$101.00,$0.35,$0.30,$0.40,3%,04/23/2024,Y,$95.32,0.37%,3.12%,5.96%
AGI,Sell to Open,04/19/2024,37,$17.00,$0.05,$0.00,$0.10,15%,04/24/2024,N,$13.81,0.36%,3.67%,23.1%
XLI,Sell to Open,04/26/2024,44,$128.00,$0.43,$0.19,$0.69,9%,,N,$122.54,0.36%,3.05%,4.46%
CDW,Sell to Open,04/19/2024,37,$270.00,$0.90,$0.30,$1.50,22%,05/01/2024,N,$248.63,0.36%,3.67%,8.6%
COR,Sell to Open,04/19/2024,37,$250.00,$0.82,$0.75,$0.90,15%,04/30/2024,N,$234.77,0.35%,3.56%,6.49%
MCO,Sell to Open,04/19/2024,37,$420.00,$1.37,$1.00,$1.75,11%,04/23/2024,N,$389.02,0.35%,3.58%,7.96%
ERJ,Sell to Open,04/19/2024,37,$35.00,$0.07,$0.05,$0.10,35%,03/15/2024,Y,$21.44,0.35%,3.55%,63.25%
JETS,Sell to Open,04/26/2024,44,$22.50,$0.07,$0.05,$0.09,12%,,N,$19.72,0.35%,3.01%,14.1%
KD,Sell to Open,04/19/2024,37,$27.00,$0.07,$0.05,$0.10,6%,05/16/2024,N,$21.47,0.35%,3.54%,25.76%
IEF,Sell to Open,04/26/2024,44,$96.50,$0.31,$0.29,$0.35,4%,,N,$94.51,0.34%,2.87%,2.11%
IVV,Sell to Open,04/26/2024,44,$540.00,$1.70,$1.55,$1.85,8%,,N,$518.57,0.33%,2.78%,4.13%
LNG,Sell to Open,04/26/2024,44,$175.00,$0.52,$0.45,$0.60,8%,05/02/2024,N,$156.83,0.33%,2.84%,11.59%
VTI,Sell to Open,04/19/2024,37,$265.00,$0.85,$0.80,$0.90,7%,,N,$256.21,0.33%,3.36%,3.43%
REM,Sell to Open,04/19/2024,37,$25.00,$0.07,$0.05,$0.10,26%,,N,$22.85,0.33%,3.33%,9.41%
DBC,Sell to Open,04/19/2024,37,$24.00,$0.07,$0.05,$0.10,6%,,N,$22.61,0.33%,3.36%,6.15%
TBF,Sell to Open,04/19/2024,37,$25.00,$0.07,$0.05,$0.10,7%,,N,$23.31,0.32%,3.26%,7.25%
ING,Sell to Open,04/19/2024,37,$18.00,$0.05,$0.00,$0.10,12%,05/02/2024,N,$15.40,0.32%,3.29%,16.88%
MMC,Sell to Open,04/19/2024,37,$220.00,$0.67,$0.60,$0.75,12%,04/18/2024,Y,$207.90,0.32%,3.29%,5.82%
AVY,Sell to Open,04/19/2024,37,$230.00,$0.67,$0.45,$0.90,3%,04/24/2024,N,$214.83,0.31%,3.19%,7.06%
TRGP,Sell to Open,04/19/2024,37,$115.00,$0.32,$0.25,$0.40,6%,05/02/2024,N,$106.42,0.31%,3.1%,8.06%
RSG,Sell to Open,04/19/2024,37,$195.00,$0.55,$0.50,$0.60,19%,04/25/2024,N,$185.89,0.3%,3%,4.9%
HUN,Sell to Open,04/19/2024,37,$30.00,$0.07,$0.05,$0.10,33%,05/02/2024,N,$25.54,0.29%,2.98%,17.46%
WY,Sell to Open,04/19/2024,37,$38.00,$0.10,$0.05,$0.15,15%,04/25/2024,N,$34.56,0.29%,2.93%,9.95%
LQD,Sell to Open,04/26/2024,44,$111.00,$0.31,$0.29,$0.33,8%,,N,$108.58,0.29%,2.42%,2.23%
GDDY,Sell to Open,04/26/2024,44,$135.00,$0.32,$0.15,$0.50,35%,05/02/2024,N,$117.71,0.28%,2.34%,14.69%
ASHR,Sell to Open,04/26/2024,44,$27.50,$0.07,$0.05,$0.09,24%,,N,$24.60,0.28%,2.42%,11.79%
PFE,Sell to Open,04/26/2024,44,$33.00,$0.07,$0.06,$0.09,38%,04/30/2024,N,$28.22,0.27%,2.26%,16.94%
SNA,Sell to Open,04/19/2024,37,$320.00,$0.80,$0.25,$1.35,15%,04/25/2024,N,$294.76,0.27%,2.75%,8.56%
UDN,Sell to Open,04/19/2024,37,$19.00,$0.05,$0.00,$0.10,7%,,N,$18.25,0.27%,2.78%,4.1%
ABBV,Sell to Open,04/26/2024,44,$200.00,$0.48,$0.29,$0.68,3%,04/25/2024,Y,$179.86,0.27%,2.29%,11.2%
STLA,Sell to Open,04/19/2024,37,$32.00,$0.07,$0.05,$0.10,3%,07/25/2024,N,$27.76,0.27%,2.74%,15.27%
SPTL,Sell to Open,04/19/2024,37,$30.00,$0.07,$0.05,$0.10,3%,,N,$27.87,0.27%,2.73%,7.64%
LNC,Sell to Open,04/19/2024,37,$32.50,$0.07,$0.05,$0.10,3%,05/02/2024,N,$27.34,0.27%,2.78%,18.87%
FE,Sell to Open,04/19/2024,37,$41.00,$0.10,$0.05,$0.15,14%,04/25/2024,N,$38.09,0.26%,2.66%,7.64%
BOX,Sell to Open,04/19/2024,37,$35.00,$0.07,$0.05,$0.10,75%,05/28/2024,N,$29.76,0.25%,2.56%,17.61%
EUO,Sell to Open,04/19/2024,37,$32.00,$0.07,$0.05,$0.10,8%,,N,$29.95,0.25%,2.54%,6.84%
OHI,Sell to Open,04/19/2024,37,$34.00,$0.07,$0.05,$0.10,17%,05/02/2024,N,$31.03,0.24%,2.45%,9.57%
CARG,Sell to Open,04/19/2024,37,$30.00,$0.05,$0.05,$0.05,4%,05/07/2024,N,$22.72,0.22%,2.23%,32.04%
KHC,Sell to Open,04/26/2024,44,$38.00,$0.07,$0.05,$0.10,20%,05/01/2024,N,$34.53,0.22%,1.84%,10.05%
SPIP,Sell to Open,04/19/2024,37,$27.00,$0.05,$0.00,$0.10,26%,,N,$25.61,0.2%,1.98%,5.43%
EXC,Sell to Open,04/19/2024,37,$41.00,$0.07,$0.05,$0.10,36%,05/02/2024,N,$36.99,0.2%,2.06%,10.84%
VZ,Sell to Open,04/26/2024,44,$46.00,$0.08,$0.06,$0.10,21%,04/22/2024,Y,$40.26,0.2%,1.69%,14.26%
EQNR,Sell to Open,04/19/2024,37,$32.00,$0.05,$0.05,$0.05,11%,04/25/2024,N,$26.18,0.19%,1.94%,22.23%
IAU,Sell to Open,04/19/2024,37,$45.00,$0.07,$0.05,$0.10,7%,,N,$41.10,0.18%,1.85%,9.49%
ITW,Sell to Open,04/19/2024,37,$280.00,$0.47,$0.35,$0.60,8%,04/30/2024,N,$262.67,0.18%,1.83%,6.6%
UBS,Sell to Open,04/19/2024,37,$37.50,$0.05,$0.02,$0.09,4%,05/07/2024,N,$31.73,0.17%,1.76%,18.18%
ITM,Sell to Open,04/19/2024,37,$48.00,$0.07,$0.05,$0.10,64%,,N,$46.73,0.16%,1.63%,2.72%
TD,Sell to Open,04/19/2024,37,$67.50,$0.10,$0.10,$0.10,13%,05/23/2024,N,$60.81,0.16%,1.67%,11%
KRTX,Sell to Open,04/19/2024,37,$330.00,$0.50,$0.40,$0.60,24%,05/02/2024,N,$321.98,0.16%,1.57%,2.49%
VTEB,Sell to Open,04/19/2024,37,$52.00,$0.07,$0.05,$0.10,0%,,N,$50.78,0.15%,1.5%,2.4%
ARMK,Sell to Open,04/19/2024,37,$37.00,$0.05,$0.00,$0.10,6%,05/07/2024,N,$32.65,0.15%,1.55%,13.32%
KIE,Sell to Open,04/19/2024,37,$54.00,$0.07,$0.05,$0.10,11%,,N,$50.66,0.15%,1.5%,6.59%
STPZ,Sell to Open,04/19/2024,37,$52.00,$0.07,$0.05,$0.10,0%,,N,$51.35,0.15%,1.48%,1.27%
INDA,Sell to Open,04/19/2024,37,$55.00,$0.07,$0.05,$0.10,40%,,N,$50.43,0.15%,1.51%,9.06%
LTPZ,Sell to Open,04/19/2024,37,$60.00,$0.07,$0.05,$0.10,2%,,N,$55.36,0.14%,1.37%,8.38%
K,Sell to Open,04/19/2024,37,$60.00,$0.07,$0.05,$0.10,20%,05/02/2024,N,$54.00,0.14%,1.41%,11.11%
SCHP,Sell to Open,04/19/2024,37,$53.00,$0.07,$0.05,$0.10,15%,,N,$51.96,0.14%,1.46%,2%
HYD,Sell to Open,04/19/2024,37,$54.00,$0.07,$0.05,$0.10,26%,,N,$52.14,0.14%,1.46%,3.58%
EWC,Sell to Open,04/19/2024,37,$41.00,$0.05,$0.03,$0.07,4%,,N,$38.15,0.13%,1.33%,7.47%
CMF,Sell to Open,04/19/2024,37,$59.00,$0.07,$0.05,$0.10,63%,,N,$57.85,0.13%,1.31%,1.99%
ICF,Sell to Open,04/19/2024,37,$63.00,$0.07,$0.05,$0.10,20%,,N,$57.99,0.13%,1.31%,8.64%
VGLT,Sell to Open,04/19/2024,37,$63.00,$0.07,$0.05,$0.10,26%,,N,$59.10,0.13%,1.29%,6.6%
EWG,Sell to Open,04/19/2024,37,$34.00,$0.04,$0.01,$0.07,0%,,N,$31.41,0.13%,1.29%,8.25%
MUNI,Sell to Open,04/19/2024,37,$54.00,$0.05,$0.00,$0.10,11%,,N,$52.62,0.1%,0.96%,2.62%
VTIP,Sell to Open,04/19/2024,37,$50.00,$0.05,$0.00,$0.10,29%,,N,$47.76,0.1%,1.06%,4.69%
UL,Sell to Open,04/19/2024,37,$55.00,$0.05,$0.05,$0.05,21%,07/25/2024,N,$49.76,0.1%,1.02%,10.53%
SCHD,Sell to Open,04/19/2024,37,$83.00,$0.07,$0.05,$0.10,9%,,N,$79.26,0.09%,0.96%,4.72%
AGG,Sell to Open,04/19/2024,37,$100.00,$0.07,$0.05,$0.10,6%,,N,$97.73,0.08%,0.78%,2.32%
FXF,Sell to Open,04/19/2024,37,$106.00,$0.07,$0.05,$0.10,20%,,N,$101.25,0.07%,0.75%,4.69%
MUB,Sell to Open,04/19/2024,37,$110.00,$0.07,$0.05,$0.10,22%,,N,$108.02,0.07%,0.7%,1.83%
IEI,Sell to Open,04/19/2024,37,$119.00,$0.07,$0.05,$0.10,17%,,N,$115.70,0.06%,0.66%,2.85%
TIP,Sell to Open,04/19/2024,37,$111.00,$0.04,$0.02,$0.07,11%,,N,$107.04,0.04%,0.43%,3.7%
